age,type_of_travel,online_boarding,checkin_service,on-board_service,baggage_handling,inflight_service,leg_room_service,cleanliness,seat_comfort,inflight_wifi_service,arrival_delay_in_minutes,departure_delay_in_minutes,satisfaction
37,Business travel,2,5,5,4,5,4,2,2,2,0,0,neutral or dissatisfied
57,Business travel,3,3,5,5,5,5,5,5,5,16,12,satisfied
40,Business travel,5,3,5,5,5,5,4,5,3,0,0,satisfied
25,Business travel,3,4,4,3,5,4,3,3,4,0,0,satisfied
58,Business travel,4,3,4,4,4,4,4,5,3,0,0,satisfied
36,Business travel,5,5,5,5,5,5,4,5,4,7,4,satisfied
34,Business travel,4,4,2,2,2,2,5,1,4,8,0,satisfied
46,Business travel,2,4,5,4,5,5,3,5,2,0,0,satisfied
9,Business travel,1,3,2,1,2,4,1,1,1,31,30,neutral or dissatisfied
26,Business travel,2,4,4,4,5,2,3,3,2,0,0,neutral or dissatisfied
44,Business travel,3,5,5,5,5,5,3,5,3,0,12,satisfied
50,Business travel,4,3,4,4,4,4,4,5,2,0,0,satisfied
33,Business travel,3,3,2,2,2,2,1,4,2,20,27,neutral or dissatisfied
24,Business travel,2,2,3,4,5,4,2,2,2,156,172,satisfied
31,Business travel,5,3,5,4,4,3,5,5,1,42,46,satisfied
41,Business travel,5,5,4,4,4,4,3,4,1,0,0,satisfied
52,Business travel,4,5,3,3,3,3,5,4,1,7,9,satisfied
39,Business travel,5,4,1,1,1,1,3,5,0,1,3,satisfied
59,Business travel,2,1,2,2,2,2,3,3,2,0,5,neutral or dissatisfied
23,Business travel,3,3,1,3,2,5,3,3,3,26,22,neutral or dissatisfied
40,Business travel,5,5,5,5,5,5,3,5,3,5,3,satisfied
52,Business travel,4,4,5,5,5,5,5,5,5,0,17,satisfied
53,Business travel,3,3,1,1,1,2,4,2,1,0,0,neutral or dissatisfied
48,Personal Travel,3,2,4,4,4,4,1,4,5,0,0,satisfied
38,Business travel,5,4,4,5,4,4,3,5,4,0,0,satisfied
25,Business travel,2,4,4,4,4,3,1,1,2,0,11,neutral or dissatisfied
51,Business travel,4,4,3,3,3,3,5,4,0,0,0,satisfied
29,Business travel,4,3,3,5,4,4,4,4,4,0,0,satisfied
47,Business travel,5,3,4,4,4,4,3,5,3,0,0,satisfied
25,Business travel,5,5,3,4,5,5,4,4,5,0,0,satisfied
57,Business travel,5,5,4,4,4,4,4,4,5,13,0,satisfied
68,Business travel,4,4,1,3,5,2,4,4,3,1,0,satisfied
40,Business travel,2,5,3,5,5,2,2,2,2,0,0,neutral or dissatisfied
22,Business travel,4,3,4,5,4,4,4,4,3,0,0,satisfied
44,Business travel,2,2,1,1,1,1,1,1,1,86,125,neutral or dissatisfied
22,Business travel,5,3,5,4,4,5,5,5,4,3,12,satisfied
41,Business travel,3,2,2,2,2,1,1,4,2,14,0,neutral or dissatisfied
43,Business travel,5,3,4,4,4,4,3,4,5,0,0,satisfied
60,Business travel,4,3,4,4,4,4,5,5,5,0,0,satisfied
60,Business travel,4,3,1,1,1,2,4,4,1,0,0,satisfied
41,Business travel,5,3,4,4,4,5,3,5,4,21,13,satisfied
34,Business travel,4,3,4,4,4,4,5,4,4,0,0,satisfied
40,Business travel,2,4,4,4,4,4,3,1,1,0,0,satisfied
42,Business travel,5,3,4,4,4,4,1,3,4,0,0,satisfied
26,Business travel,4,5,5,4,4,4,2,3,4,40,25,neutral or dissatisfied
17,Business travel,5,3,3,4,5,2,2,2,5,0,3,satisfied
54,Business travel,3,3,3,5,4,5,4,4,3,46,51,neutral or dissatisfied
80,Business travel,3,4,4,4,4,4,1,3,4,0,2,neutral or dissatisfied
31,Business travel,0,4,5,3,4,3,5,5,1,3,39,neutral or dissatisfied
27,Business travel,1,3,1,3,4,4,1,1,1,0,5,neutral or dissatisfied
28,Business travel,5,5,3,4,5,2,5,5,3,0,9,satisfied
27,Business travel,3,2,2,3,4,3,4,4,4,26,22,neutral or dissatisfied
25,Business travel,5,4,5,4,5,4,3,3,5,2,0,satisfied
59,Business travel,5,5,4,4,4,4,3,5,4,2,3,satisfied
37,Business travel,4,3,4,4,4,4,3,5,1,0,0,satisfied
29,Business travel,5,3,3,5,4,5,4,4,5,0,0,satisfied
36,Business travel,5,4,4,4,4,4,4,5,4,0,0,satisfied
60,Business travel,4,5,2,2,2,2,3,5,3,1,0,satisfied
42,Business travel,3,3,3,5,4,3,5,5,3,52,47,satisfied
28,Business travel,2,1,3,1,2,5,2,2,2,0,0,neutral or dissatisfied
43,Business travel,5,4,4,4,4,4,3,5,5,0,12,satisfied
45,Personal Travel,3,1,4,5,4,2,3,5,4,3,0,neutral or dissatisfied
41,Personal Travel,3,1,4,4,4,3,2,3,3,0,0,neutral or dissatisfied
25,Business travel,4,4,4,5,5,2,5,5,1,0,1,satisfied
36,Business travel,3,4,5,5,5,5,3,3,5,26,43,satisfied
35,Business travel,5,5,3,3,3,3,5,5,0,16,18,satisfied
41,Business travel,1,5,5,5,4,5,3,4,1,11,7,neutral or dissatisfied
31,Business travel,4,4,4,4,5,5,4,4,4,5,0,satisfied
44,Business travel,5,3,5,5,5,5,3,5,5,29,36,satisfied
49,Business travel,4,3,4,4,4,4,3,4,5,0,0,satisfied
44,Business travel,5,4,5,5,5,4,4,5,3,25,17,satisfied
60,Business travel,4,3,4,4,4,4,5,4,3,0,18,satisfied
24,Business travel,4,5,4,4,5,2,4,4,3,0,4,satisfied
38,Business travel,1,1,5,5,5,5,5,3,4,18,13,satisfied
37,Business travel,4,5,4,4,4,4,4,4,4,1,3,satisfied
56,Business travel,5,3,4,4,4,4,3,4,3,0,0,satisfied
63,Business travel,1,3,3,3,3,5,3,3,4,0,0,satisfied
48,Business travel,4,4,2,2,2,2,3,4,2,0,0,neutral or dissatisfied
41,Business travel,4,3,2,2,2,2,2,4,2,0,1,neutral or dissatisfied
69,Business travel,4,2,3,3,3,3,4,3,3,8,0,neutral or dissatisfied
40,Business travel,4,5,4,4,4,4,4,4,2,45,37,satisfied
54,Business travel,3,2,2,2,2,2,2,4,2,77,84,neutral or dissatisfied
31,Business travel,4,4,3,5,4,3,4,4,5,0,7,satisfied
56,Business travel,5,5,3,4,3,4,5,5,4,10,1,satisfied
32,Business travel,1,1,5,5,3,4,1,1,0,0,8,satisfied
38,Business travel,3,5,3,5,5,3,4,4,3,0,0,neutral or dissatisfied
37,Business travel,4,2,1,1,1,1,4,3,1,8,6,neutral or dissatisfied
39,Business travel,5,4,5,5,5,5,3,5,4,74,57,satisfied
50,Personal Travel,5,4,4,4,4,3,1,5,3,0,0,neutral or dissatisfied
50,Business travel,3,5,4,4,5,2,1,5,3,0,0,neutral or dissatisfied
49,Business travel,4,4,4,4,4,4,5,5,3,0,0,satisfied
47,Business travel,5,5,5,3,3,5,5,5,1,2,5,satisfied
58,Business travel,4,5,4,4,4,4,4,5,3,15,44,satisfied
39,Business travel,4,5,5,5,5,4,3,5,2,0,7,satisfied
31,Business travel,2,4,3,4,2,3,2,2,1,0,0,satisfied
14,Personal Travel,4,4,2,3,3,3,3,3,3,0,0,neutral or dissatisfied
56,Business travel,4,4,5,5,5,5,4,5,2,6,17,satisfied
46,Business travel,5,3,4,4,4,4,5,4,5,0,1,satisfied
19,Business travel,2,2,3,3,3,5,2,2,2,0,0,neutral or dissatisfied
48,Business travel,5,3,4,5,4,4,3,4,2,0,4,satisfied
27,Business travel,4,5,5,5,4,2,5,5,4,0,0,neutral or dissatisfied
34,Business travel,5,5,5,5,3,4,5,5,5,135,137,satisfied
40,Business travel,2,1,2,4,5,4,4,4,2,0,0,neutral or dissatisfied
46,Business travel,5,3,4,4,4,4,4,4,4,0,0,satisfied
19,Business travel,3,3,4,4,4,3,3,3,3,0,1,neutral or dissatisfied
43,Business travel,5,5,4,4,4,4,2,5,1,0,0,satisfied
28,Business travel,2,4,4,4,4,2,3,3,1,21,54,satisfied
59,Business travel,5,5,4,4,4,4,5,4,3,42,47,satisfied
48,Business travel,4,5,2,2,2,2,4,4,5,33,36,satisfied
35,Business travel,5,3,3,3,3,3,3,4,4,0,0,satisfied
43,Business travel,5,5,5,5,5,5,4,5,2,0,0,satisfied
49,Business travel,4,3,5,5,5,5,2,5,2,0,0,satisfied
40,Business travel,4,4,3,5,5,4,4,4,4,221,182,satisfied
53,Business travel,3,2,2,2,2,2,2,4,2,49,63,neutral or dissatisfied
37,Business travel,3,3,3,4,5,4,2,3,2,101,99,neutral or dissatisfied
53,Business travel,5,5,5,5,5,5,5,4,2,0,0,satisfied
18,Business travel,5,4,3,2,4,3,5,5,4,0,0,satisfied
53,Business travel,5,4,5,5,5,5,5,4,4,0,4,satisfied
40,Business travel,1,3,4,4,4,3,4,4,2,5,1,satisfied
46,Business travel,4,4,5,5,5,5,4,4,5,0,5,satisfied
32,Business travel,2,4,1,4,4,4,2,4,4,4,0,neutral or dissatisfied
24,Business travel,4,2,1,2,4,3,4,4,4,0,0,satisfied
51,Business travel,5,5,5,5,5,4,3,5,2,0,0,satisfied
20,Business travel,0,3,3,4,5,3,1,1,0,16,41,satisfied
52,Business travel,5,3,2,2,2,2,3,5,0,0,0,satisfied
38,Personal Travel,4,4,1,4,1,1,4,4,4,3,8,neutral or dissatisfied
20,Business travel,2,3,2,4,4,2,4,3,2,36,11,neutral or dissatisfied
39,Business travel,3,4,4,4,4,5,5,5,3,0,0,neutral or dissatisfied
57,Business travel,4,4,2,4,3,5,4,4,5,142,151,satisfied
43,Business travel,4,4,2,2,2,2,5,4,5,41,68,satisfied
40,Business travel,3,5,4,4,4,4,4,3,3,8,3,satisfied
7,Personal Travel,1,3,3,2,3,1,3,3,1,0,0,neutral or dissatisfied
9,Business travel,3,3,5,4,4,3,3,3,3,0,0,satisfied
50,Business travel,5,3,5,4,5,4,3,5,4,0,0,satisfied
27,Business travel,1,2,1,3,3,2,1,1,1,72,70,neutral or dissatisfied
22,Business travel,4,5,4,4,5,2,2,2,4,0,5,satisfied
45,Business travel,4,5,5,5,5,5,4,4,1,10,13,satisfied
50,Business travel,3,3,2,2,2,2,5,1,1,13,23,satisfied
57,Business travel,4,4,3,3,3,3,5,4,0,13,13,satisfied
42,Business travel,5,4,5,5,5,5,4,4,4,0,0,satisfied
32,Business travel,4,3,5,4,4,2,3,3,1,0,0,satisfied
60,Business travel,5,3,5,5,5,5,3,4,4,0,8,satisfied
22,Business travel,5,3,1,3,4,3,5,5,4,0,0,satisfied
34,Business travel,3,4,4,4,5,3,3,3,3,4,0,neutral or dissatisfied
47,Business travel,5,5,5,5,5,5,5,4,1,0,0,satisfied
63,Business travel,5,3,4,5,4,4,3,4,1,0,0,satisfied
38,Business travel,5,4,4,4,4,4,2,5,4,1,0,satisfied
60,Business travel,5,5,5,5,5,4,3,5,1,0,0,satisfied
59,Business travel,5,4,4,4,4,4,3,5,4,0,0,satisfied
35,Business travel,5,5,5,5,5,5,5,5,1,0,0,satisfied
40,Business travel,3,3,4,4,4,3,3,4,4,11,0,neutral or dissatisfied
41,Business travel,5,3,4,4,4,4,4,4,4,0,0,satisfied
61,Business travel,3,3,2,2,2,2,2,4,2,1,28,neutral or dissatisfied
33,Business travel,3,1,1,3,4,5,3,3,3,0,0,neutral or dissatisfied
55,Business travel,3,3,3,3,3,3,1,3,3,9,0,neutral or dissatisfied
58,Business travel,3,2,2,2,2,2,1,3,2,26,34,neutral or dissatisfied
49,Business travel,2,3,1,1,1,1,4,2,1,8,0,neutral or dissatisfied
14,Personal Travel,2,3,4,4,4,4,4,4,2,8,1,neutral or dissatisfied
33,Business travel,5,3,3,4,5,5,5,5,5,0,0,satisfied
41,Business travel,4,5,4,4,4,4,5,5,4,0,1,satisfied
27,Business travel,4,3,4,3,3,1,4,4,4,0,0,neutral or dissatisfied
48,Business travel,5,5,5,5,5,5,5,5,5,0,0,satisfied
26,Business travel,2,4,4,4,5,2,4,4,2,40,21,neutral or dissatisfied
35,Business travel,4,3,4,4,4,4,4,5,4,0,0,satisfied
23,Personal Travel,2,4,1,4,1,3,5,5,2,0,0,neutral or dissatisfied
55,Business travel,3,3,4,4,4,4,3,4,4,0,0,neutral or dissatisfied
37,Business travel,5,4,5,4,4,5,4,4,5,1,0,satisfied
38,Business travel,3,2,4,4,4,4,4,3,3,19,16,satisfied
25,Business travel,5,3,3,4,5,5,5,5,5,0,0,satisfied
55,Business travel,4,5,4,4,4,4,3,5,5,3,19,satisfied
43,Business travel,5,5,4,4,4,4,3,5,1,51,47,satisfied
37,Business travel,5,3,5,5,5,5,3,4,5,0,0,satisfied
42,Business travel,4,5,4,1,4,1,3,4,0,0,0,satisfied
45,Business travel,5,4,4,4,4,4,4,5,1,0,0,satisfied
39,Business travel,4,3,3,3,3,3,1,4,3,28,33,neutral or dissatisfied
43,Business travel,4,2,5,5,5,5,2,5,4,0,0,satisfied
31,Business travel,5,5,5,4,4,3,5,5,5,0,1,satisfied
55,Business travel,4,5,3,3,3,3,5,4,5,116,71,satisfied
63,Business travel,4,4,4,4,4,4,5,4,3,2,0,satisfied
56,Business travel,5,4,2,2,2,2,5,4,3,0,0,satisfied
53,Business travel,4,5,4,1,4,4,4,4,0,0,7,satisfied
45,Business travel,4,4,4,4,4,4,3,5,4,0,0,satisfied
57,Business travel,5,4,4,4,4,4,4,4,1,0,6,satisfied
56,Business travel,4,5,4,4,4,4,5,4,2,13,4,satisfied
24,Business travel,4,5,3,4,5,5,4,4,4,1,0,satisfied
39,Business travel,4,4,3,5,5,4,4,4,1,185,180,satisfied
57,Business travel,5,3,5,5,5,5,5,5,2,34,11,satisfied
39,Business travel,5,3,5,5,5,5,5,5,1,4,6,satisfied
31,Business travel,4,3,3,5,5,5,4,4,5,72,80,satisfied
52,Business travel,4,3,4,4,4,4,5,4,4,0,0,satisfied
47,Business travel,5,5,2,2,2,2,3,4,1,0,0,satisfied
56,Business travel,5,5,5,5,5,5,3,5,4,3,0,satisfied
39,Business travel,4,3,5,5,5,5,4,4,3,0,0,satisfied
58,Business travel,5,4,4,4,4,4,5,4,2,0,0,satisfied
24,Business travel,5,3,3,4,5,1,5,5,5,24,0,satisfied
60,Business travel,5,4,4,4,4,4,5,5,3,2,5,satisfied
33,Business travel,4,3,5,5,5,5,5,5,2,0,0,satisfied
26,Business travel,4,3,4,4,5,2,2,4,4,13,21,satisfied
49,Business travel,5,4,5,5,5,5,3,4,1,0,0,satisfied
56,Business travel,4,3,3,3,3,4,2,3,3,0,0,neutral or dissatisfied
41,Business travel,4,4,4,4,4,4,4,4,4,43,71,satisfied
31,Business travel,5,5,4,5,4,2,5,5,4,13,12,satisfied
50,Business travel,4,3,5,5,5,5,5,5,4,13,6,satisfied
47,Business travel,4,3,5,5,5,5,3,5,3,0,8,satisfied
47,Business travel,3,3,4,4,4,4,2,2,1,0,0,satisfied
34,Personal Travel,4,5,2,2,2,0,4,5,0,76,89,satisfied
33,Business travel,2,2,1,1,1,1,4,2,1,0,0,neutral or dissatisfied
25,Business travel,4,2,4,2,4,2,3,3,2,0,0,satisfied
34,Business travel,3,2,3,3,3,3,2,3,3,0,0,neutral or dissatisfied
28,Business travel,1,5,4,4,4,2,3,5,2,0,0,neutral or dissatisfied
31,Business travel,1,1,2,4,4,4,1,1,1,0,0,neutral or dissatisfied
26,Business travel,4,5,4,4,2,3,4,4,3,0,0,satisfied
24,Business travel,5,5,5,5,4,2,5,5,4,0,0,satisfied
47,Business travel,4,3,4,5,4,4,5,5,1,0,0,satisfied
35,Business travel,4,4,1,1,1,1,4,4,1,0,0,neutral or dissatisfied
59,Business travel,5,3,4,4,4,4,3,5,4,2,0,satisfied
43,Business travel,4,5,3,3,3,3,5,5,3,0,0,satisfied
15,Personal Travel,2,5,3,4,5,5,5,5,2,7,0,neutral or dissatisfied
43,Personal Travel,2,3,3,3,3,4,4,2,4,0,0,neutral or dissatisfied
50,Business travel,3,3,2,2,2,2,4,3,2,54,65,neutral or dissatisfied
38,Business travel,1,4,4,4,4,2,5,5,1,5,9,neutral or dissatisfied
11,Business travel,3,3,5,3,3,2,3,3,3,24,29,neutral or dissatisfied
23,Business travel,5,5,4,4,5,2,1,1,4,6,0,satisfied
21,Business travel,4,1,1,3,2,3,2,2,4,0,0,neutral or dissatisfied
54,Business travel,5,3,4,4,4,4,4,4,4,8,0,satisfied
22,Business travel,0,2,2,2,3,4,5,5,0,14,16,satisfied
43,Business travel,4,1,4,4,4,4,4,3,4,0,0,neutral or dissatisfied
43,Business travel,4,3,4,4,4,5,5,4,3,70,80,satisfied
54,Business travel,5,4,4,4,4,4,3,4,4,60,65,satisfied
60,Business travel,5,5,4,4,4,4,3,5,2,1,9,satisfied
43,Business travel,4,2,4,4,4,4,1,3,4,51,45,neutral or dissatisfied
42,Business travel,4,3,4,4,4,4,3,2,2,0,0,satisfied
79,Business travel,4,3,4,4,4,4,1,3,4,65,47,neutral or dissatisfied
40,Business travel,3,1,5,5,5,5,1,3,0,0,0,satisfied
44,Business travel,4,4,5,5,5,5,4,4,4,0,0,satisfied
51,Business travel,5,3,4,4,4,4,4,4,1,0,4,satisfied
17,Business travel,4,3,3,4,5,4,4,4,3,8,5,satisfied
10,Business travel,1,4,4,2,2,1,1,1,1,0,5,neutral or dissatisfied
50,Business travel,5,4,5,5,5,5,3,5,4,2,0,satisfied
46,Business travel,4,3,5,5,5,5,5,5,4,0,8,satisfied
54,Personal Travel,5,4,5,5,5,3,4,4,3,0,0,neutral or dissatisfied
52,Business travel,4,3,4,4,4,4,4,5,4,0,0,satisfied
36,Business travel,2,4,5,4,5,3,3,4,2,0,0,neutral or dissatisfied
66,Business travel,2,2,3,3,3,3,3,3,3,57,65,neutral or dissatisfied
54,Business travel,5,4,4,4,4,4,5,5,4,0,0,satisfied
39,Business travel,4,4,4,4,4,4,4,4,2,23,25,satisfied
26,Business travel,3,3,1,4,4,3,3,3,3,0,4,satisfied
56,Business travel,5,3,5,5,5,5,5,5,0,13,0,satisfied
42,Business travel,2,3,5,5,5,3,5,5,2,0,3,neutral or dissatisfied
25,Business travel,2,4,3,4,3,2,2,2,2,19,28,neutral or dissatisfied
27,Business travel,5,5,4,5,4,4,5,5,1,19,0,satisfied
25,Business travel,3,5,3,4,4,4,3,3,3,0,7,neutral or dissatisfied
27,Business travel,4,3,5,5,4,3,4,4,3,0,6,satisfied
27,Business travel,5,3,3,5,5,3,5,5,2,0,0,satisfied
27,Personal Travel,0,4,5,4,5,2,5,5,0,0,1,satisfied
51,Business travel,1,3,4,4,4,4,1,5,1,1,7,satisfied
41,Business travel,5,4,2,2,2,2,3,5,0,0,5,satisfied
41,Business travel,4,4,2,2,2,3,3,3,2,100,82,neutral or dissatisfied
57,Business travel,4,5,5,5,5,5,5,5,2,7,0,satisfied
56,Business travel,4,3,4,4,4,4,5,5,4,19,24,satisfied
56,Business travel,3,3,5,5,5,5,5,4,3,0,0,satisfied
26,Business travel,4,4,1,1,4,4,4,4,2,0,1,satisfied
48,Business travel,5,3,3,3,3,3,3,5,5,0,0,satisfied
45,Business travel,5,5,4,1,2,5,5,5,3,41,17,satisfied
60,Business travel,4,3,2,2,2,2,5,5,2,60,67,satisfied
56,Personal Travel,4,1,1,1,1,3,2,3,3,5,24,neutral or dissatisfied
25,Business travel,5,1,3,4,3,2,4,4,1,15,29,satisfied
61,Business travel,4,3,5,5,5,5,5,1,4,0,0,satisfied
31,Business travel,4,5,3,1,5,5,4,4,1,9,21,satisfied
27,Business travel,2,3,2,3,3,3,1,1,1,11,8,neutral or dissatisfied
27,Business travel,5,4,4,5,5,2,4,4,4,46,53,satisfied
47,Business travel,4,5,5,5,5,2,5,5,4,40,48,neutral or dissatisfied
49,Business travel,4,5,3,3,3,4,4,4,3,12,18,satisfied
45,Business travel,4,5,4,4,4,4,4,4,3,0,0,satisfied
43,Business travel,2,3,4,2,3,5,4,4,2,13,25,neutral or dissatisfied
58,Business travel,5,4,4,4,4,4,3,4,5,5,10,satisfied
36,Business travel,2,4,3,4,5,4,3,2,2,43,44,neutral or dissatisfied
42,Business travel,4,3,5,5,5,5,3,5,2,0,0,satisfied
31,Business travel,4,5,4,5,5,2,3,3,2,25,5,satisfied
69,Business travel,1,1,4,4,4,4,4,1,4,14,0,neutral or dissatisfied
29,Business travel,4,5,3,5,5,3,2,2,5,0,0,satisfied
49,Business travel,5,5,4,4,4,4,5,4,3,5,13,satisfied
15,Business travel,2,4,4,4,4,4,2,2,2,0,0,neutral or dissatisfied
42,Business travel,5,5,5,5,5,5,5,4,5,0,0,satisfied
53,Business travel,5,3,4,4,4,4,3,5,3,0,3,satisfied
40,Business travel,5,5,4,4,4,5,4,4,5,0,14,satisfied
62,Business travel,5,4,4,4,4,4,4,4,5,8,8,satisfied
31,Business travel,2,4,4,5,5,5,2,2,4,0,0,satisfied
33,Business travel,4,3,3,3,4,4,4,4,4,0,1,neutral or dissatisfied
48,Business travel,3,4,3,3,3,3,1,4,3,7,2,neutral or dissatisfied
42,Business travel,1,5,4,5,4,5,1,1,1,95,105,neutral or dissatisfied
45,Business travel,5,4,5,5,5,5,3,5,2,55,39,satisfied
35,Business travel,1,3,4,4,4,4,4,4,5,0,0,satisfied
45,Business travel,4,2,4,3,4,4,1,1,2,1,0,satisfied
47,Business travel,4,4,4,4,4,4,4,5,3,18,32,satisfied
39,Business travel,5,4,5,5,5,5,3,4,5,0,8,satisfied
43,Business travel,4,5,4,4,4,4,3,4,5,65,67,satisfied
38,Business travel,2,3,4,4,4,4,3,4,2,0,0,satisfied
54,Business travel,4,4,3,3,3,3,4,4,0,0,1,satisfied
27,Business travel,4,4,5,5,5,2,4,4,3,0,1,satisfied
49,Business travel,1,3,2,2,2,3,1,2,2,0,0,neutral or dissatisfied
25,Business travel,5,5,5,4,5,2,4,4,5,0,0,satisfied
56,Business travel,4,4,2,5,4,5,4,4,3,8,0,satisfied
32,Personal Travel,2,2,4,4,3,3,2,2,3,33,57,neutral or dissatisfied
52,Business travel,5,4,4,5,4,4,4,5,5,0,0,satisfied
39,Business travel,5,3,5,4,5,5,5,5,2,0,3,satisfied
40,Business travel,4,3,4,4,4,4,3,4,1,0,6,satisfied
50,Business travel,5,3,4,3,4,4,5,4,0,89,97,satisfied
21,Personal Travel,4,1,1,4,3,2,4,2,3,0,0,neutral or dissatisfied
23,Business travel,5,3,5,3,4,2,3,3,4,13,0,satisfied
55,Business travel,5,4,5,5,5,5,4,5,1,28,37,satisfied
51,Business travel,2,3,4,4,4,4,4,1,5,14,10,satisfied
39,Business travel,4,5,4,4,4,4,3,4,2,0,0,satisfied
57,Business travel,4,3,3,3,3,4,5,5,3,0,0,satisfied
25,Business travel,2,2,2,4,4,4,2,2,2,0,0,neutral or dissatisfied
57,Business travel,3,3,3,4,3,5,3,3,3,221,211,satisfied
57,Business travel,2,2,2,2,2,2,4,2,2,3,0,neutral or dissatisfied
56,Business travel,4,5,4,4,4,4,3,5,3,65,30,satisfied
60,Business travel,4,3,5,5,5,5,3,5,5,44,47,satisfied
32,Business travel,5,3,3,4,5,5,5,5,5,109,118,satisfied
45,Business travel,5,3,5,5,5,5,3,4,2,3,4,satisfied
36,Business travel,5,1,4,4,4,4,4,4,4,0,0,satisfied
44,Business travel,4,4,4,4,4,4,3,5,5,0,1,satisfied
33,Business travel,4,5,5,5,5,5,5,5,2,0,4,satisfied
37,Business travel,5,5,4,4,4,4,3,4,1,0,0,satisfied
45,Business travel,5,3,4,4,4,4,4,5,2,54,52,satisfied
39,Business travel,4,4,2,2,2,2,3,4,2,73,84,neutral or dissatisfied
49,Business travel,4,5,5,5,5,4,4,4,3,57,53,satisfied
33,Business travel,5,1,5,4,5,4,1,1,1,1,0,neutral or dissatisfied
35,Business travel,5,3,4,4,4,4,5,5,2,0,0,satisfied
33,Business travel,3,5,3,5,5,4,4,4,3,0,0,neutral or dissatisfied
38,Business travel,4,4,5,4,5,4,4,4,5,53,29,satisfied
57,Business travel,4,4,5,5,5,5,5,5,4,0,0,satisfied
53,Business travel,4,4,5,5,5,5,5,4,4,0,0,satisfied
25,Business travel,4,4,4,5,5,2,4,4,3,0,0,satisfied
57,Business travel,4,4,4,4,4,4,4,4,3,7,22,satisfied
35,Personal Travel,3,3,1,1,1,1,1,4,1,2,4,neutral or dissatisfied
58,Business travel,4,5,5,5,5,5,4,4,1,2,8,satisfied
34,Business travel,4,3,5,5,5,5,5,5,2,0,3,satisfied
33,Business travel,4,5,4,4,4,4,5,5,3,60,60,satisfied
46,Personal Travel,5,3,4,4,4,4,3,4,4,1,0,neutral or dissatisfied
35,Business travel,3,4,2,2,2,2,3,4,2,0,0,neutral or dissatisfied
35,Business travel,4,3,2,2,2,3,1,4,2,0,4,neutral or dissatisfied
39,Business travel,5,4,4,4,4,4,3,4,2,0,0,satisfied
24,Personal Travel,2,4,4,3,3,1,4,4,2,0,1,neutral or dissatisfied
40,Business travel,4,5,5,5,5,5,3,5,1,0,0,satisfied
30,Business travel,4,4,5,5,5,3,4,4,1,0,0,satisfied
68,Business travel,3,1,2,2,2,2,2,4,2,0,0,neutral or dissatisfied
25,Business travel,5,3,3,5,4,5,2,2,5,0,0,satisfied
60,Business travel,4,3,4,4,4,4,5,4,5,0,0,satisfied
50,Business travel,5,3,5,5,5,5,4,5,3,62,63,satisfied
43,Business travel,4,3,5,5,5,5,3,5,4,0,2,satisfied
26,Business travel,1,2,2,3,4,2,1,1,1,0,0,neutral or dissatisfied
36,Business travel,3,2,4,4,4,5,3,3,3,0,0,satisfied
38,Business travel,4,1,3,2,3,3,3,4,2,3,0,neutral or dissatisfied
52,Business travel,4,4,4,4,4,4,4,5,5,9,10,satisfied
42,Business travel,5,4,3,3,3,3,4,5,4,28,41,satisfied
31,Business travel,3,4,5,3,4,4,5,5,3,35,58,neutral or dissatisfied
29,Business travel,5,5,4,5,5,3,5,5,3,0,0,satisfied
52,Business travel,4,3,5,5,5,5,4,5,3,0,12,satisfied
32,Business travel,2,3,5,5,5,3,2,1,2,0,0,neutral or dissatisfied
25,Business travel,3,4,5,5,4,5,5,5,3,0,0,neutral or dissatisfied
55,Business travel,3,1,3,3,3,4,1,4,3,0,0,neutral or dissatisfied
30,Business travel,2,4,1,2,3,3,2,2,2,41,47,neutral or dissatisfied
48,Business travel,5,5,5,5,5,5,5,4,1,0,0,satisfied
40,Business travel,5,5,4,4,4,4,5,5,3,11,8,satisfied
27,Business travel,2,4,5,4,4,3,4,5,2,15,37,neutral or dissatisfied
61,Business travel,5,1,4,4,4,4,4,5,5,10,11,satisfied
26,Business travel,1,3,3,5,5,3,1,1,1,2,0,neutral or dissatisfied
38,Business travel,5,3,4,4,4,4,3,4,4,0,1,satisfied
60,Business travel,4,5,5,5,5,5,4,5,2,20,18,satisfied
51,Business travel,4,5,4,4,4,4,3,4,2,15,13,satisfied
37,Business travel,4,4,5,5,4,3,3,3,4,3,0,neutral or dissatisfied
38,Business travel,5,4,3,5,5,4,4,4,5,1,14,satisfied
66,Business travel,3,2,5,5,5,5,5,2,1,0,0,satisfied
27,Business travel,3,2,2,3,4,2,3,3,3,0,0,neutral or dissatisfied
39,Business travel,4,1,4,4,4,4,3,2,5,64,73,satisfied
56,Business travel,5,4,5,5,5,5,4,4,1,0,8,satisfied
20,Business travel,5,4,3,4,4,4,5,5,5,6,6,satisfied
42,Business travel,4,3,4,4,4,4,5,5,5,0,0,satisfied
14,Personal Travel,3,3,4,4,5,2,3,3,3,73,89,neutral or dissatisfied
31,Business travel,4,5,5,5,5,2,5,5,5,0,0,satisfied
28,Business travel,5,5,5,4,4,3,5,4,4,5,0,satisfied
36,Business travel,5,1,5,5,5,5,1,2,4,42,16,satisfied
54,Business travel,4,5,4,4,4,4,4,4,2,0,0,satisfied
21,Business travel,5,1,5,4,3,5,1,1,0,336,316,satisfied
60,Business travel,3,1,2,2,2,2,4,4,2,22,9,neutral or dissatisfied
